gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,difference
Urm1,0.00027724,0.37506577,0.17,0.046,1,AMG3,0.124
Zfp612,1.10E-06,0.730711598,0.136,0.012,0.028080283,Macrophage,0.124
Aspn,5.22E-18,0.498867641,0.128,0.004,1.33E-13,AMG3,0.124
Eef2kmt,0.000429928,0.607668124,0.154,0.03,1,AMG4,0.124
Ets1,2.69E-07,0.313031905,0.232,0.109,0.00684144,AMG1,0.123
Zfp408,0.000310831,0.359852265,0.17,0.047,1,AMG3,0.123
Phlpp1,3.44E-05,0.295653528,0.301,0.178,0.875036435,AMG1,0.123
Nrg3,5.41E-11,0.50143124,0.777,0.654,1.38E-06,Homeostatic microglia,0.123
6720489N17Rik,1.91E-16,0.500106678,0.128,0.005,4.86E-12,AMG3,0.123
Cdc14b,0.002544415,0.340135678,0.191,0.068,1,AMG3,0.123
Wdr48,0.002949117,0.273484681,0.191,0.068,1,AMG3,0.123
Spice1,0.000594953,0.508510158,0.154,0.031,1,AMG4,0.123
Trp53inp2,0.000692834,0.501727401,0.154,0.031,1,AMG4,0.123
Dcaf17,3.70E-08,0.365046697,0.212,0.09,0.000940328,AMG1,0.122
Mcm2,4.11E-15,0.482658003,0.128,0.006,1.04E-10,AMG3,0.122
Aida,0.002740578,0.401064328,0.191,0.069,1,AMG3,0.122
Tbc1d19,0.003036784,0.296432288,0.191,0.069,1,AMG3,0.122
Tubgcp4,0.008483579,0.399396262,0.213,0.091,1,AMG3,0.122
Glo1,0.000723682,0.60603142,0.154,0.032,1,AMG4,0.122
Rgl3,0.00077319,0.539994909,0.154,0.032,1,AMG4,0.122
Gpr137c,0.000386671,0.493949011,0.17,0.049,1,AMG3,0.121
Ctdspl,0.000614415,0.263718254,0.17,0.049,1,AMG3,0.121
Lrpprc,4.79E-06,0.282010847,0.258,0.137,0.121815978,AMG1,0.121
Nfe2l2,4.78E-06,0.505065153,0.496,0.375,0.121470938,AMG2,0.121
Traip,6.96E-06,0.48603389,0.149,0.028,0.17698306,AMG3,0.121
Babam1,0.003332393,0.294913163,0.191,0.07,1,AMG3,0.121
Txnl1,0.009155312,0.368887137,0.213,0.092,1,AMG3,0.121
Fem1c,0.009685382,0.352000623,0.213,0.092,1,AMG3,0.121
Gm26626,0.00107606,0.497614664,0.154,0.033,1,AMG4,0.121
Fabp3,0.001105909,0.494657904,0.154,0.033,1,AMG4,0.121
Amotl1,0.00129005,0.518543044,0.154,0.033,1,AMG4,0.121
Ablim1,4.35E-07,0.310790943,0.229,0.109,0.011062503,AMG1,0.12
Vav3,0.000468032,0.468799684,0.17,0.05,1,AMG3,0.12
Wdr91,2.69E-05,0.907394124,0.136,0.016,0.684526329,Macrophage,0.12
Slc26a11,2.86E-05,0.767345719,0.136,0.016,0.726164619,Macrophage,0.12
Chrm2,3.21E-05,0.732513881,0.136,0.016,0.816772978,Macrophage,0.12
Pirb,3.70E-05,0.579384521,0.136,0.016,0.939696381,Macrophage,0.12
Proser3,5.86E-13,0.443715874,0.128,0.008,1.49E-08,AMG3,0.12
Slc25a20,1.16E-05,0.347569061,0.149,0.029,0.295116775,AMG3,0.12
Bag4,0.00160254,0.557485213,0.154,0.034,1,AMG4,0.12
Meis3,0.001617119,0.450794327,0.154,0.034,1,AMG4,0.12
Hspa14,0.00062898,0.399511909,0.17,0.051,1,AMG3,0.119
Creb5,0.000700899,0.451697329,0.17,0.051,1,AMG3,0.119
4930405A10Rik,0.000768875,0.278833482,0.17,0.051,1,AMG3,0.119
Pold1,3.92E-12,0.641602475,0.128,0.009,9.96E-08,AMG3,0.119
Pear1,3.92E-12,0.509851292,0.128,0.009,9.96E-08,AMG3,0.119
Zfp410,0.004667203,0.306777695,0.191,0.072,1,AMG3,0.119
Slc35g2,4.71E-05,0.784068515,0.136,0.017,1,Macrophage,0.119
Aldh3b1,5.51E-05,0.59468388,0.136,0.017,1,Macrophage,0.119
Rprd2,5.71E-06,0.32105664,0.258,0.139,0.145206765,AMG1,0.119
Plekhm2,9.34E-05,0.328442102,0.318,0.199,1,AMG1,0.119
Paip2b,1.44E-05,0.639487523,0.149,0.03,0.365009792,AMG3,0.119
Mb21d2,1.55E-05,0.387035849,0.149,0.03,0.393263232,AMG3,0.119
Eif4e3,0.001438225,0.762533723,0.154,0.035,1,AMG4,0.119
Nsun3,0.001491097,0.592097531,0.154,0.035,1,AMG4,0.119
Uvssa,0.000859537,0.381327653,0.17,0.052,1,AMG3,0.118
Espl1,1.15E-10,0.59822053,0.128,0.01,2.93E-06,AMG3,0.118
Rad54l,1.19E-10,0.508454132,0.128,0.01,3.03E-06,AMG3,0.118
Grhl1,1.21E-10,0.44375461,0.128,0.01,3.07E-06,AMG3,0.118
Cct5,0.004443561,0.42653784,0.191,0.073,1,AMG3,0.118
Rcbtb1,0.00455493,0.329985151,0.191,0.073,1,AMG3,0.118
Prdm10,0.005392542,0.292434512,0.191,0.073,1,AMG3,0.118
St6galnac6,0.005423492,0.324431823,0.191,0.073,1,AMG3,0.118
Ccr1,7.62E-05,1.026621521,0.136,0.018,1,Macrophage,0.118
Plp1,3.85E-09,0.66937305,0.499,0.381,9.78E-05,Homeostatic microglia,0.118
Helb,2.23E-05,0.407669911,0.149,0.031,0.566106768,AMG3,0.118
Ift80,3.04E-05,0.265958648,0.149,0.031,0.77258496,AMG3,0.118
Med19,0.002595668,0.401311377,0.154,0.036,1,AMG4,0.118
Ica1,0.001075377,0.360439979,0.17,0.053,1,AMG3,0.117
Golt1b,0.001476259,0.256527848,0.17,0.053,1,AMG3,0.117
Zswim9,5.49E-10,0.465879341,0.128,0.011,1.40E-05,AMG3,0.117
Arhgap19,0.000113958,1.075179304,0.136,0.019,1,Macrophage,0.117
Slc8a3,0.000134259,0.667850132,0.136,0.019,1,Macrophage,0.117
Mpp5,3.65E-07,0.274070174,0.214,0.097,0.009285126,AMG1,0.117
Swap70,1.26E-05,0.272326754,0.255,0.138,0.320570122,AMG1,0.117
Strap,0.002539787,0.518887235,0.154,0.037,1,AMG4,0.117
Rnaseh2c,0.003003739,0.429646921,0.154,0.037,1,AMG4,0.117
Ccnf,1.85E-09,0.473767646,0.128,0.012,4.71E-05,AMG3,0.116
Hif1a,0.000106783,0.288057844,0.299,0.183,1,AMG1,0.116
H2-Q4,4.84E-05,0.492751493,0.149,0.033,1,AMG3,0.116
D330041H03Rik,6.33E-05,0.377272532,0.149,0.033,1,AMG3,0.116
Kcnc3,0.002553369,0.709572754,0.154,0.038,1,AMG4,0.116
AB124611,0.002965203,0.531126204,0.154,0.038,1,AMG4,0.116
Uba7,0.003031126,0.706747382,0.154,0.038,1,AMG4,0.116
4921524J17Rik,0.003081441,0.500786923,0.154,0.038,1,AMG4,0.116
Anp32b,0.001686169,0.311818376,0.17,0.055,1,AMG3,0.115
Med25,0.005423301,0.437724814,0.191,0.076,1,AMG3,0.115
Adap1,0.006503421,0.340020336,0.191,0.076,1,AMG3,0.115
Raet1e,0.006778656,0.335679693,0.191,0.076,1,AMG3,0.115
Elp1,0.007815685,0.266395719,0.191,0.076,1,AMG3,0.115
Rsad2,3.44E-31,1.646919961,0.115,0,8.75E-27,AMG4,0.115
Cemip2,0.000352319,0.733695813,0.136,0.021,1,Macrophage,0.115
Tbrg1,0.000385765,0.734923908,0.136,0.021,1,Macrophage,0.115
Upp2,3.41E-06,0.32094383,0.242,0.127,0.086585432,AMG1,0.115
Cpeb2,0.002610419,0.273719959,0.39,0.275,1,AMG1,0.115
Hsp90aa1,6.59E-10,0.877657981,0.585,0.47,1.68E-05,AMG2,0.115
Psd4,0.002892828,0.626941535,0.154,0.039,1,AMG4,0.115
Skiv2l,0.003534171,0.494151895,0.154,0.039,1,AMG4,0.115
Zfp607a,0.003927375,0.5687814,0.154,0.039,1,AMG4,0.115
Zfp60,0.004293278,0.504455849,0.154,0.039,1,AMG4,0.115
Ccdc86,0.004315736,0.463696754,0.154,0.039,1,AMG4,0.115
Gtpbp6,0.00447594,0.477726368,0.154,0.039,1,AMG4,0.115
Fmn1,2.62E-05,0.309214307,0.279,0.165,0.666233357,AMG1,0.114
Wdtc1,0.001630705,0.413728619,0.17,0.056,1,AMG3,0.114
Mterf4,0.000457325,0.81560409,0.136,0.022,1,Macrophage,0.114
Thbs1,0.000461361,0.849597488,0.136,0.022,1,Macrophage,0.114
Mcc,0.000490558,0.85995903,0.136,0.022,1,Macrophage,0.114
Olfr56,0.000494867,0.870755159,0.136,0.022,1,Macrophage,0.114
Zfpm1,9.95E-05,0.432928237,0.149,0.035,1,AMG3,0.114
Gm16093,0.000111097,0.479663512,0.149,0.035,1,AMG3,0.114
Jade3,0.000127274,0.325071304,0.149,0.035,1,AMG3,0.114
Pigl,0.000129951,0.33235811,0.149,0.035,1,AMG3,0.114
Clic4,0.003959683,1.006462011,0.154,0.04,1,AMG4,0.114
Rtca,0.004904491,0.524961038,0.154,0.04,1,AMG4,0.114
Dgkz,0.000152766,0.318551756,0.333,0.22,1,AMG1,0.113
Tmem242,0.000662739,0.730899172,0.136,0.023,1,Macrophage,0.113
Slit1,0.000679695,0.759540204,0.136,0.023,1,Macrophage,0.113
Enpp1,0.000697054,0.660602562,0.136,0.023,1,Macrophage,0.113
Gm10552,0.000796799,0.669549678,0.136,0.023,1,Macrophage,0.113
Gm26510,2.28E-06,0.33705986,0.229,0.116,0.05807573,AMG1,0.113
Trps1,2.80E-06,0.30421555,0.229,0.116,0.071255257,AMG1,0.113
Gm10563,0.006780214,0.468807998,0.191,0.078,1,AMG3,0.113
Cops8,0.007316974,0.366699413,0.191,0.078,1,AMG3,0.113
Maz,0.007599398,0.326284565,0.191,0.078,1,AMG3,0.113
Myef2,0.008076064,0.38881501,0.191,0.078,1,AMG3,0.113
Eef1akmt1,0.000126861,0.533027927,0.149,0.036,1,AMG3,0.113
Mbd4,0.00016138,0.416217766,0.149,0.036,1,AMG3,0.113
4930503L19Rik,0.000170649,0.40627018,0.149,0.036,1,AMG3,0.113
Ly86,0.006579494,0.597607431,0.885,0.772,1,AMG4,0.113
Pfkfb3,0.000153423,0.333352091,0.329,0.217,1,AMG1,0.112
Mdp1,0.002350207,0.384018881,0.17,0.058,1,AMG3,0.112
Atf3,0.002516144,0.425175146,0.17,0.058,1,AMG3,0.112
Mrs2,0.002987196,0.381726021,0.17,0.058,1,AMG3,0.112
Pram1,0.003062106,0.251917916,0.17,0.058,1,AMG3,0.112
Atat1,0.003119495,0.310843617,0.17,0.058,1,AMG3,0.112
Nup205,0.003145541,0.300979151,0.17,0.058,1,AMG3,0.112
Sestd1,0.000991843,0.794168299,0.136,0.024,1,Macrophage,0.112
Oas2,1.06E-15,0.563069705,0.115,0.003,2.70E-11,AMG4,0.112
Caap1,6.48E-07,0.304338747,0.206,0.094,0.016482974,AMG1,0.112
4931406P16Rik,1.19E-05,0.267950009,0.249,0.137,0.303364882,AMG1,0.112
Lrmda,2.24E-05,0.262300861,0.898,0.786,0.568783912,AMG1,0.112
Psph,0.000200665,0.496737863,0.149,0.037,1,AMG3,0.112
Poc5,0.000240927,0.317533589,0.149,0.037,1,AMG3,0.112
Usp1,0.000252229,0.375280508,0.149,0.037,1,AMG3,0.112
Card6,0.006199875,0.691227987,0.154,0.042,1,AMG4,0.112
Anp32e,0.006384524,0.528927562,0.154,0.042,1,AMG4,0.112
Cacng2,0.008725983,0.275149948,0.154,0.042,1,AMG4,0.112
Stat3,5.50E-06,0.525882233,0.539,0.428,0.139852384,AMG2,0.111
Ckmt1,0.001199517,0.750130563,0.136,0.025,1,Macrophage,0.111
Tmem106a,0.001266874,0.613813035,0.136,0.025,1,Macrophage,0.111
Cmc2,2.54E-07,0.424357549,0.128,0.017,0.006461564,AMG3,0.111
Zfp382,2.89E-07,0.398590073,0.128,0.017,0.007356551,AMG3,0.111
Gm29585,3.95E-07,1.087347604,0.128,0.017,0.010052616,AMG3,0.111
Hmgn2,5.08E-07,0.447054249,0.128,0.017,0.012909145,AMG3,0.111
Ttc17,0.000209802,0.262993273,0.294,0.183,1,AMG1,0.111
Bach1,1.02E-05,0.589664374,0.418,0.307,0.258634186,AMG2,0.111
Ciao2a,0.000365426,0.338391821,0.149,0.038,1,AMG3,0.111
Ric1,2.68E-05,0.275689442,0.255,0.145,0.680940425,AMG1,0.11
Dhx16,0.003585803,0.370957027,0.17,0.06,1,AMG3,0.11
Psmd8,0.003875244,0.337383677,0.17,0.06,1,AMG3,0.11
Aldh2,0.001594958,0.606077718,0.136,0.026,1,Macrophage,0.11
Cd200,0.002409501,0.451586279,0.136,0.026,1,Macrophage,0.11
Rfx1,1.11E-06,0.324146711,0.128,0.018,0.028320468,AMG3,0.11
Cdan1,1.17E-06,0.297983906,0.128,0.018,0.029797668,AMG3,0.11
Apmap,0.008446833,0.442645522,0.154,0.044,1,AMG4,0.11
Sema4d,0.000369494,0.267979873,0.305,0.195,1,AMG1,0.11
Cep89,0.000458179,0.307152006,0.149,0.039,1,AMG3,0.11
Pdss1,0.003828497,0.404815559,0.17,0.061,1,AMG3,0.109
Gm50020,0.002006591,1.158062225,0.136,0.027,1,Macrophage,0.109
Patl2,0.00207992,0.815376962,0.136,0.027,1,Macrophage,0.109
Smim8,0.002398482,0.697888724,0.136,0.027,1,Macrophage,0.109
Saal1,2.20E-06,0.364961057,0.128,0.019,0.055856145,AMG3,0.109
Cybb,1.31E-09,0.764578994,0.115,0.006,3.34E-05,AMG4,0.109
Sh3glb2,0.009106847,0.567007029,0.154,0.045,1,AMG4,0.109
Mrps28,6.29E-06,0.324768271,0.227,0.119,0.159874125,AMG1,0.108
Cfap20,0.005628953,0.275570392,0.17,0.062,1,AMG3,0.108
Gm50071,3.48E-06,0.47532112,0.128,0.02,0.08846446,AMG3,0.108
Rcc1,3.62E-06,0.411218246,0.128,0.02,0.09199472,AMG3,0.108
Ppat,3.65E-06,0.423899162,0.128,0.02,0.092716799,AMG3,0.108
Myh10,0.008896229,0.484669083,0.191,0.083,1,AMG3,0.108
Nav2,4.77E-05,0.263409222,0.887,0.779,1,AMG1,0.108
2310022A10Rik,0.00062362,0.396577055,0.149,0.041,1,AMG3,0.108
Plek,1.36E-05,0.433867833,0.55,0.443,0.344617634,AMG2,0.107
Zfp444,0.004573706,1.171330535,0.17,0.063,1,AMG3,0.107
Bcl2l13,0.005438367,0.29642481,0.17,0.063,1,AMG3,0.107
Ampd3,0.003146073,0.826838618,0.136,0.029,1,Macrophage,0.107
0610043K17Rik,0.003792995,0.567389856,0.136,0.029,1,Macrophage,0.107
Gas2l3,6.46E-06,0.322745303,0.128,0.021,0.164141865,AMG3,0.107
Enpp1,6.51E-06,0.312745666,0.128,0.021,0.165378224,AMG3,0.107
A130014A01Rik,6.65E-06,0.37127521,0.128,0.021,0.16914133,AMG3,0.107
Lemd3,3.50E-06,0.290446242,0.208,0.101,0.088997832,AMG1,0.107
Myo7a,0.000788315,0.353326849,0.149,0.042,1,AMG3,0.107
Ints7,0.000967439,0.262743288,0.149,0.042,1,AMG3,0.107
Pik3r6,9.21E-07,0.310165051,0.195,0.089,0.023415069,AMG1,0.106
Tmco4,0.004413483,0.655823257,0.17,0.064,1,AMG3,0.106
Zdhhc2,0.006023566,0.389430278,0.17,0.064,1,AMG3,0.106
Cxcl10,1.65E-07,2.234885397,0.115,0.009,0.004184348,AMG4,0.106
Gm32509,6.64E-07,0.64248088,0.115,0.009,0.016884916,AMG4,0.106
Atrip,0.003613363,1.1377558,0.136,0.03,1,Macrophage,0.106
Gpt2,0.003959774,0.750632363,0.136,0.03,1,Macrophage,0.106
Exo1,1.90E-28,0.816489149,0.106,0,4.83E-24,AMG3,0.106
Kif18b,1.90E-28,0.690441068,0.106,0,4.83E-24,AMG3,0.106
Aspm,1.90E-28,0.467231855,0.106,0,4.83E-24,AMG3,0.106
Ankle1,1.90E-28,0.37074883,0.106,0,4.83E-24,AMG3,0.106
Grk4,0.001029907,0.340877571,0.149,0.043,1,AMG3,0.106
Rft1,0.001133403,0.288777691,0.149,0.043,1,AMG3,0.106
Adal,0.001166761,0.281633836,0.149,0.043,1,AMG3,0.106
Epb41l2,3.70E-08,0.269209572,0.965,0.859,0.000941687,AMG1,0.106
Myo1e,0.000531578,0.374250618,0.418,0.312,1,AMG2,0.106
Pcp4,8.41E-07,0.737118763,0.279,0.174,0.021372191,Homeostatic microglia,0.105
Hspe1,5.09E-06,0.808613365,0.33,0.225,0.129366641,AMG2,0.105
Tcf3,0.006636586,0.446225254,0.17,0.065,1,AMG3,0.105
Zfp438,0.007092423,0.288271325,0.17,0.065,1,AMG3,0.105
Tmem223,0.007712204,0.319007549,0.17,0.065,1,AMG3,0.105
Mrps18c,0.008034083,0.289513676,0.17,0.065,1,AMG3,0.105
Zfp110,0.008104602,0.256949498,0.17,0.065,1,AMG3,0.105
Zswim7,0.005444143,0.618501282,0.136,0.031,1,Macrophage,0.105
Ifi204,0.005512468,0.544486675,0.136,0.031,1,Macrophage,0.105
Thumpd1,0.005616408,0.620350723,0.136,0.031,1,Macrophage,0.105
Mroh1,1.08E-05,0.255411953,0.216,0.111,0.274901476,AMG1,0.105
Rbm44,1.26E-23,0.600309637,0.106,0.001,3.21E-19,AMG3,0.105
Birc5,1.31E-23,0.502571171,0.106,0.001,3.32E-19,AMG3,0.105
Cdc6,1.31E-23,0.493953859,0.106,0.001,3.32E-19,AMG3,0.105
Cep55,1.35E-23,0.636062607,0.106,0.001,3.44E-19,AMG3,0.105
Gm49521,0.001325013,0.437779493,0.149,0.044,1,AMG3,0.105
Dpp9,0.001325968,0.320538944,0.149,0.044,1,AMG3,0.105
Vamp5,0.001536828,0.368672534,0.149,0.044,1,AMG3,0.105
Pbdc1,0.001618367,0.320597032,0.149,0.044,1,AMG3,0.105
Egr1,4.76E-06,0.56695371,0.23,0.126,0.121016345,AMG2,0.104
Hexim1,3.79E-05,0.397935957,0.128,0.024,0.962962915,AMG3,0.104
Tom1l1,0.007655715,0.436959587,0.17,0.066,1,AMG3,0.104
Tfdp2,0.009928771,0.25480532,0.17,0.066,1,AMG3,0.104
Chadl,4.60E-06,0.599584361,0.115,0.011,0.116973475,AMG4,0.104
B230216N24Rik,4.93E-06,0.598705079,0.115,0.011,0.125324042,AMG4,0.104
Tmub2,0.005490768,0.721104881,0.136,0.032,1,Macrophage,0.104
Gpr65,0.005767399,0.607992015,0.136,0.032,1,Macrophage,0.104
Orc6,0.006397367,0.59927678,0.136,0.032,1,Macrophage,0.104
Pfkm,0.006948218,0.658310874,0.136,0.032,1,Macrophage,0.104
Per2,0.007157529,0.644710046,0.136,0.032,1,Macrophage,0.104
Tmem176a,0.007348115,0.457563415,0.136,0.032,1,Macrophage,0.104
Ubqln2,0.00858635,0.509147734,0.136,0.032,1,Macrophage,0.104
Zfp704,7.34E-06,0.270279459,0.212,0.108,0.186638138,AMG1,0.104
Kif14,3.77E-20,0.681420485,0.106,0.002,9.57E-16,AMG3,0.104
Fignl1,3.77E-20,0.432566157,0.106,0.002,9.57E-16,AMG3,0.104
Ckap2,4.00E-20,0.511503869,0.106,0.002,1.02E-15,AMG3,0.104
Pla2g4c,4.00E-20,0.42812718,0.106,0.002,1.02E-15,AMG3,0.104
Gsr,0.001886523,0.308452937,0.149,0.045,1,AMG3,0.104
Traf2,0.001890193,0.318587,0.149,0.045,1,AMG3,0.104
Hsp90ab1,1.66E-07,0.5831636,0.624,0.52,0.004230374,AMG2,0.104
Gm26533,6.00E-05,0.34820685,0.128,0.025,1,AMG3,0.103
Ctps,7.01E-05,0.263347986,0.128,0.025,1,AMG3,0.103
Susd1,0.007605586,0.921642417,0.136,0.033,1,Macrophage,0.103
L3mbtl2,0.008939881,0.603882938,0.136,0.033,1,Macrophage,0.103
Mybl2,1.36E-17,0.546370332,0.106,0.003,3.45E-13,AMG3,0.103
Ncapg,1.38E-17,0.412846944,0.106,0.003,3.50E-13,AMG3,0.103
Rmi2,1.41E-17,0.47417039,0.106,0.003,3.59E-13,AMG3,0.103
Chek1,1.45E-17,0.400813283,0.106,0.003,3.69E-13,AMG3,0.103
Cenpi,1.53E-15,0.403966584,0.106,0.003,3.89E-11,AMG3,0.103
Brpf3,0.002034659,0.35314633,0.149,0.046,1,AMG3,0.103
Pfdn6,0.002238453,0.317243271,0.149,0.046,1,AMG3,0.103
Tmbim1,0.002498192,0.276212939,0.149,0.046,1,AMG3,0.103
1110038B12Rik,9.13E-05,0.298923927,0.128,0.026,1,AMG3,0.102
Ccne2,9.24E-05,0.329893395,0.128,0.026,1,AMG3,0.102
Zw10,9.70E-05,0.278996482,0.128,0.026,1,AMG3,0.102
Slc35e1,0.000100516,0.315026994,0.128,0.026,1,AMG3,0.102
D16Ertd472e,0.000104825,0.274141694,0.128,0.026,1,AMG3,0.102
Phf11c,2.03E-05,0.488634666,0.115,0.013,0.517129209,AMG4,0.102
Masp1,2.19E-05,0.589591087,0.115,0.013,0.556306386,AMG4,0.102
Tmem198,2.72E-05,0.395380173,0.115,0.013,0.691500373,AMG4,0.102
Aurka,5.99E-14,0.423985634,0.106,0.004,1.52E-09,AMG3,0.102
Cip2a,5.99E-14,0.401307066,0.106,0.004,1.52E-09,AMG3,0.102
Cdca8,6.12E-14,0.390012834,0.106,0.004,1.56E-09,AMG3,0.102
Kifc5b,6.79E-14,0.395478035,0.106,0.004,1.73E-09,AMG3,0.102
Recql,0.002029212,0.45747156,0.149,0.047,1,AMG3,0.102
Dgki,0.000571418,0.281799614,0.286,0.184,1,AMG1,0.102
P2ry12,1.47E-05,0.369362153,0.679,0.578,0.374761089,Homeostatic microglia,0.101
Ttf2,9.31E-05,0.53573005,0.128,0.027,1,AMG3,0.101
AI506816,0.000115249,0.458543659,0.128,0.027,1,AMG3,0.101
AI504432,0.000122932,0.45586557,0.128,0.027,1,AMG3,0.101
Ppih,0.000138557,0.295822647,0.128,0.027,1,AMG3,0.101
Trpc6,4.18E-05,0.594860919,0.115,0.014,1,AMG4,0.101
Gm960,4.79E-05,0.405642243,0.115,0.014,1,AMG4,0.101
Fos,2.18E-06,0.66605886,0.206,0.105,0.055506138,AMG2,0.101
Ogn,1.33E-12,0.451006983,0.106,0.005,3.37E-08,AMG3,0.101
Mrpl10,0.00283777,0.614515513,0.149,0.048,1,AMG3,0.101
Homer3,0.002911523,0.377141003,0.149,0.048,1,AMG3,0.101
Cpsf1,0.000182579,0.343741608,0.128,0.028,1,AMG3,0.1
Dnmt1,0.000182579,0.337834275,0.128,0.028,1,AMG3,0.1
Rhno1,0.000195358,0.282736266,0.128,0.028,1,AMG3,0.1
Papss2,6.93E-05,0.644183669,0.115,0.015,1,AMG4,0.1
Ccnf,8.33E-05,0.363953947,0.115,0.015,1,AMG4,0.1
Fam167b,0.000119223,0.618920059,0.115,0.015,1,AMG4,0.1
Armcx2,0.000121705,0.659521259,0.115,0.015,1,AMG4,0.1
Gm12216,0.000130779,0.577311129,0.115,0.015,1,AMG4,0.1
Shoc1,0.00015397,0.385358364,0.115,0.015,1,AMG4,0.1
Pigq,0.002809132,0.472026132,0.149,0.049,1,AMG3,0.1
Jade1,0.003759711,0.314201437,0.149,0.049,1,AMG3,0.1
Tenm2,1.06E-05,0.465726998,0.423,0.323,0.268481103,Homeostatic microglia,0.1
Trem2,1.78E-07,0.734165821,0.403,0.304,0.004535755,Homeostatic microglia,0.099
Gm48696,0.000237914,0.397198847,0.128,0.029,1,AMG3,0.099
Gm4356,0.00020506,0.537421362,0.115,0.016,1,AMG4,0.099
Klhl21,0.000221666,0.499410665,0.115,0.016,1,AMG4,0.099
Gm26631,0.000232678,0.495012216,0.115,0.016,1,AMG4,0.099
Entpd5,0.000246569,0.353692985,0.115,0.016,1,AMG4,0.099
Trim59,1.36E-10,0.57514613,0.106,0.007,3.45E-06,AMG3,0.099
Zfp970,1.40E-10,0.378687655,0.106,0.007,3.56E-06,AMG3,0.099
Cenpu,1.59E-10,0.379704606,0.106,0.007,4.04E-06,AMG3,0.099
Tjp2,0.004075253,0.359528755,0.149,0.05,1,AMG3,0.099
Gm29488,0.004723911,0.263811559,0.149,0.05,1,AMG3,0.099
Dhx57,8.68E-06,0.267033503,0.195,0.097,0.220616764,AMG1,0.098
Iqgap3,8.56E-10,0.445736626,0.106,0.008,2.18E-05,AMG3,0.098
Psmc3ip,8.56E-10,0.385033274,0.106,0.008,2.18E-05,AMG3,0.098
Gm43061,1.03E-09,0.304349266,0.106,0.008,2.63E-05,AMG3,0.098
Flna,0.00029007,0.388992928,0.128,0.03,1,AMG3,0.098
Spice1,0.000329688,0.315009559,0.128,0.03,1,AMG3,0.098
Ipo13,0.000345809,0.335824515,0.128,0.03,1,AMG3,0.098
Scrn3,0.003367928,0.55227014,0.149,0.051,1,AMG3,0.098
Gm16091,0.004467992,0.36795309,0.149,0.051,1,AMG3,0.098
Hdac3,0.004704302,0.300671941,0.149,0.051,1,AMG3,0.098
Hdgfl2,0.004851463,0.308479071,0.149,0.051,1,AMG3,0.098
Syt16,0.005088671,0.315481412,0.149,0.051,1,AMG3,0.098
Zfp830,0.006167415,0.254204022,0.149,0.051,1,AMG3,0.098
Ctse,0.000276641,0.573428259,0.115,0.017,1,AMG4,0.098
Nr4a1,2.20E-05,0.733070831,0.27,0.173,0.560359239,AMG2,0.097
Zbtb1,1.68E-05,0.27792837,0.199,0.102,0.427522224,AMG1,0.097
Svil,0.000350198,0.257739178,0.253,0.156,1,AMG1,0.097
Gm49747,4.47E-09,0.430533456,0.106,0.009,0.000113528,AMG3,0.097
Gm11998,4.65E-09,0.428932085,0.106,0.009,0.000118212,AMG3,0.097
Lgr4,0.00042904,0.35390974,0.128,0.031,1,AMG3,0.097
Msr1,0.00045172,0.480425147,0.128,0.031,1,AMG3,0.097
Alg6,0.00045172,0.360617796,0.128,0.031,1,AMG3,0.097
Bad,0.000416737,0.650976395,0.115,0.018,1,AMG4,0.097
Tdrkh,0.000463749,0.505277477,0.115,0.018,1,AMG4,0.097
Ppp1r16a,0.000489068,0.526666752,0.115,0.018,1,AMG4,0.097
Ccnj,0.000502206,0.397220772,0.115,0.018,1,AMG4,0.097
Gpr37,0.000567981,0.348375302,0.115,0.018,1,AMG4,0.097
Nkain2,5.24E-07,0.621182586,0.437,0.34,0.013332557,Homeostatic microglia,0.097
Dnaaf2,6.39E-08,0.402382807,0.106,0.01,0.001625005,AMG3,0.096
4933404O12Rik,6.94E-08,0.411640765,0.106,0.01,0.001763994,AMG3,0.096
Gm26626,0.000786924,0.300563107,0.128,0.032,1,AMG3,0.096
Rhog,0.000813987,0.257319272,0.128,0.032,1,AMG3,0.096
Rab7b,0.005749702,0.553762949,0.149,0.053,1,AMG3,0.096
Tnfrsf13b,0.00594176,0.385423711,0.149,0.053,1,AMG3,0.096
Adam3,0.006179849,0.388840735,0.149,0.053,1,AMG3,0.096
Ccdc112,0.000702284,0.477000313,0.115,0.019,1,AMG4,0.096
Tpd52,0.007744203,0.321148972,0.474,0.378,1,AMG1,0.096
Tmlhe,7.18E-07,0.345372793,0.162,0.067,0.018248732,AMG1,0.095
Cep85l,0.000106433,0.293811643,0.221,0.126,1,AMG1,0.095
Timeless,1.75E-07,0.553134316,0.106,0.011,0.0044367,AMG3,0.095
Smpd4,0.000958141,0.317382663,0.128,0.033,1,AMG3,0.095
Zfp777,0.00099492,0.312960461,0.128,0.033,1,AMG3,0.095
Uevld,0.000999608,0.323745679,0.128,0.033,1,AMG3,0.095
Pank1,0.001033002,0.272451362,0.128,0.033,1,AMG3,0.095
C430049B03Rik,0.001097774,0.258735923,0.128,0.033,1,AMG3,0.095
Arhgap1,0.009241186,0.264215811,0.149,0.054,1,AMG3,0.095
Cdc23,0.009621981,0.307291673,0.149,0.054,1,AMG3,0.095
Ttc23,0.001038337,0.419770174,0.115,0.02,1,AMG4,0.095
